id,cfa-delegated-siret,is-delegated,managed-by
6479e1898ee143797bd4bb72,32922456200598,TRUE,6450f99553d5af2db0901a29
6477a77d0a25fb18af284fb6,88180578200029,TRUE,640c793aa3c7be7515211f11
6479e9678ee14383b1d51107,32922456200598,TRUE,6450f99553d5af2db0901a29
647991668ee1431f93d175ac,,FALSE,647991668ee1437d4dd175af
647d8a968ee14325a8e1c444,42021942000031,TRUE,647d845e8ee1437e4ae19dcc
6479d98e8ee143560cd46bf9,32922456200598,TRUE,6450f99553d5af2db0901a29
6479e69b8ee14367cdd4f6a2,32922456200598,TRUE,6450f99553d5af2db0901a29
647da3ca8ee143e6c4e2a8c6,42021942000031,TRUE,647d845e8ee1437e4ae19dcc
647ef0888ee143d11ae9a5a2,82225183100027,TRUE,62e0f2307bf3380028376003
647eef328ee14319bee999c3,,FALSE,647eef328ee1434104e999c6
647eee058ee143ec17e98f4b,82225183100027,TRUE,62e0f2307bf3380028376003
647ef5ab8ee143813ee9d5ac,,FALSE,647ef5ab8ee1433d71e9d5b0
648052a58ee1431b04f0e119,,FALSE,648052a58ee143805df0e11d
648088af8ee1432376f280fe,45303523000094,TRUE,6332a6d2ca205b0028daa177
6482bf8bae089e7e3a81ea63,,FALSE,6482bf8bae089e777d81ea66
6481c752ae089e94f07e36dc,,FALSE,6481c752ae089e941d7e36df
648035598ee143cbadf00fcc,,FALSE,648035598ee1439f5bf00fcf
6481df52ae089ef2517efb84,,FALSE,6481df52ae089ec8607efb88
647f874a8ee143c395ee8dc2,,FALSE,647f874a8ee1431a81ee8dc6
6482d8b2ae089e3a5e823d3f,,FALSE,6482d8b2ae089e4e2b823d42
6486dd59ae089ee84c8e6bda,34521216100029,TRUE,621c95e4a9d86e00282e9369
6486f101ae089eb1a08f1a09,,FALSE,6486f101ae089e66508f1a0c
648826a07634e788f60f6d94,,FALSE,648826a07634e73d3d0f6d97
648882c67634e724661298fa,38797206000066,TRUE,632c8055e8c402005683d766
64888a8b7634e736a612ff8f,38797206000066,TRUE,632c8055e8c402005683d766
64887a087634e77fa112364d,38797206000066,TRUE,632c8055e8c402005683d766
64888e357634e7b741132c7b,38797206000066,TRUE,632c8055e8c402005683d766
648887a07634e77aad12dab3,38797206000066,TRUE,632c8055e8c402005683d766
6489adb77634e74ab01ed165,45171541100018,TRUE,62386104ea0d770029d7094d
6489dd237634e7776023e8ff,,FALSE,6489dd237634e701be23e902
648ae2bb258b08e34c1b37f3,30540504500421,TRUE,63da20cda31e9443d4fec0e3
648ae34a258b0807681b3e9c,30540504500421,TRUE,63da20cda31e9443d4fec0e3
648c4138258b085daf246f7f,,FALSE,648c4138258b087d47246f82
648b042b258b0829821c6c16,,FALSE,648b042b258b085ec91c6c19
648adcb2258b086f2d1afc96,30540504500421,TRUE,63da20cda31e9443d4fec0e3
64902394258b08161f312c85,,FALSE,64902394258b089450312c88
6491341b258b08e3e536939a,,FALSE,6491341b258b0880dc36939d
6491bbd5258b0821413a23a3,35173431400047,TRUE,63c66287b9cfa118e426df48
6491641b258b087706375d29,,FALSE,6491641b258b08451c375d2c
64940704258b08b02743c7e0,89234889700026,TRUE,62e10ada493fab004b5d6d8a
