ClientCode,OrderNumber,Label,Enabled,Region,GoogleRef,DefaultLCID,Ville
_TS_CO_etab_33092,1087,Agence LIMOGES VENTADOUR ,True,_TS_CO_Department_HauteVienne87,87085,1036,LIMOGES
_TS_CO_etab_76089,4,Agence LIMOUX ,True,_TS_CO_Department_Aude11,11206,1036,LIMOUX
_TS_CO_etab_54012,1089,Agence LINGOLSHEIM ,True,_TS_CO_Department_BasRhin67,67267,1036,LINGOLSHEIM
_TS_CO_etab_54189,1092,Agence LINGOLSHEIM ,True,_TS_CO_Department_BasRhin67,67267,1036,LINGOLSHEIM
_TS_CO_etab_75723,10,Agence LIVRY GARGAN ,True,_TS_CO_Department_SeineSaintDenis93,93046,1036,LIVRY GARGAN
_TS_CO_etab_35123,1096,Agence LOCHES ,True,_TS_CO_Department_IndreetLoire37,37020,1036,BEAULIEU LES LOCHES
_TS_CO_etab_59040,1097,Agence LOMME ,True,_TS_CO_Department_Nord59,59350,1036,LILLE
_TS_CO_etab_75311,1098,Agence LONGJUMEAU ,True,_TS_CO_Department_Essonne91,91345,1036,LONGJUMEAU
_TS_CO_etab_59086,1099,Agence LONGUENESSE ,True,_TS_CO_Department_PasdeCalais62,62525,1036,LONGUENESSE
_TS_CO_etab_54083,16,Agence LONGWY LONGLAVILLE ,True,_TS_CO_Department_MeurtheetMoselle54,54321,1036,LONGLAVILLE
_TS_CO_etab_33043,15,Agence LONS ,True,_TS_CO_Department_PyrnesAtlantiques64,64348,1036,LONS
_TS_CO_etab_21058,1102,Agence LONS LE SAUNIER ,True,_TS_CO_Department_Jura39,39300,1036,LONS LE SAUNIER
_TS_CO_etab_27037,1103,Agence LORIENT MARINE ,True,_TS_CO_Department_Morbihan56,56121,1036,LORIENT
_TS_CO_etab_27190,1104,Agence LORIENT VILLE ,True,_TS_CO_Department_Morbihan56,56121,1036,LORIENT
_TS_CO_etab_33038,15,Agence LORMONT ,True,_TS_CO_Department_Gironde33,33249,1036,LORMONT
_TS_CO_etab_68000,38,Agence LORY ,True,_TS_CO_Department_Runion974,97411,1036,ST DENIS
_TS_CO_etab_27051,1105,Agence LOUDEAC ,True,_TS_CO_Department_CtesdArmor22,22136,1036,LOUDEAC
_TS_CO_etab_33072,1106,Agence LOUDUN ,True,_TS_CO_Department_Vienne86,86137,1036,LOUDUN
_TS_CO_etab_21003,1107,Agence LOUHANS / TOURNUS ,True,_TS_CO_Department_Saneetloire71,71263,1036,LOUHANS
_TS_CO_etab_76000,3,Agence LOURDES ,True,_TS_CO_Department_HautesPyrnes65,65286,1036,LOURDES
_TS_CO_etab_28019,1109,Agence LOUVIERS ,True,_TS_CO_Department_Eure27,27375,1036,LOUVIERS
_TS_CO_etab_35025,39,Agence LUCE ,True,_TS_CO_Department_EureetLoir28,28218,1036,LUCE
_TS_CO_etab_13903,1110,Agence LUCON ,True,_TS_CO_Department_Vende85,85128,1036,LUCON
_TS_CO_etab_76075,1111,Agence LUNEL ,True,_TS_CO_Department_Hrault34,34145,1036,LUNEL
_TS_CO_etab_54089,17,Agence LUNEVILLE ,True,_TS_CO_Department_MeurtheetMoselle54,54329,1036,LUNEVILLE
_TS_CO_etab_21061,1113,Agence LURE ,True,_TS_CO_Department_HauteSane70,42125,1036,LURE
_TS_CO_etab_21038,1114,Agence LURE HERICOURT ,True,_TS_CO_Department_HauteSane70,70285,1036,HERICOURT
_TS_CO_etab_21040,1116,Agence LUXEUIL LES BAINS ,True,_TS_CO_Department_HauteSane70,70311,1036,LUXEUIL LES BAINS
_TS_CO_etab_84087,34,Agence LYON ALBERT THOMAS ,True,_TS_CO_Department_Rhne69,69388,1036,LYON 08
_TS_CO_etab_84061,36,Agence LYON CONFLUENCE ,True,_TS_CO_Department_Rhne69,69382,1036,LYON 02
_TS_CO_etab_84043,37,Agence LYON CROIX ROUSSE ,True,_TS_CO_Department_Rhne69,69384,1036,LYON 04
_TS_CO_etab_84301,38,Agence LYON PART DIEU ,True,_TS_CO_Department_Rhne69,69383,1036,LYON 03
_TS_CO_etab_84004,39,Agence LYON VAISE ,True,_TS_CO_Department_Rhne69,69389,1036,LYON 09
_TS_CO_etab_13738,245,Agence MACHECOUL ,True,_TS_CO_Department_LoireAtlantique44,44087,1036,MACHECOUL ST MEME
_TS_CO_etab_21011,1124,Agence MACON QUAI DE SAONE ,True,_TS_CO_Department_Saneetloire71,71270,1036,MACON
_TS_CO_etab_75993,10,Agence MAISONS ALFORT ,True,_TS_CO_Department_ValdeMarne94,94046,1036,MAISONS ALFORT
_TS_CO_etab_13920,1126,Agence MAMERS ,True,_TS_CO_Department_Sarthe72,72180,1036,MAMERS
_TS_CO_etab_34217,8,Agence MANDELIEU ,True,_TS_CO_Department_AlpesMaritimes06,6079,1036,MANDELIEU LA NAPOULE
_TS_CO_etab_54097,25,Agence MANOM ,True,_TS_CO_Department_Moselle57,57441,1036,MANOM
_TS_CO_etab_34025,1127,Agence MANOSQUE ,True,_TS_CO_Department_AlpesHteProvence04,4112,1036,MANOSQUE
_TS_CO_etab_75820,5,Agence MANTES LA JOLIE ,True,_TS_CO_Department_Yvelines78,78361,1036,MANTES LA JOLIE
_TS_CO_etab_59124,1129,Agence MARCONNELLE ,True,_TS_CO_Department_PasdeCalais62,62550,1036,MARCONNELLE
_TS_CO_etab_66108,80,Agence MARIE GALANTE ,True,_TS_CO_Department_Guadeloupe971,97112,1036,GRAND BOURG
_TS_CO_etab_34353,13,Agence MARIGNANE ,True,_TS_CO_Department_BouchesduRhne13,13054,1036,MARIGNANE
_TS_CO_etab_33027,8,Agence MARMANDE ,True,_TS_CO_Department_LotetGaronne47,47157,1036,MARMANDE
_TS_CO_etab_28020,1131,Agence MAROMME ,True,_TS_CO_Department_SeineMaritime76,76410,1036,MAROMME
_TS_CO_etab_34362,14,Agence MARSEILLE BELLE DE MAI ,True,_TS_CO_Department_BouchesduRhne13,13203,1036,MARSEILLE 03
_TS_CO_etab_34383,15,Agence MARSEILLE BLANCARDE ,True,_TS_CO_Department_BouchesduRhne13,13205,1036,MARSEILLE 05
_TS_CO_etab_34381,16,Agence MARSEILLE CAP PINEDE ,True,_TS_CO_Department_BouchesduRhne13,13215,1036,MARSEILLE 15
_TS_CO_etab_34038,17,Agence MARSEILLE CARRE GABRIEL ,True,_TS_CO_Department_BouchesduRhne13,13214,1036,MARSEILLE 14
_TS_CO_etab_34371,18,Agence MARSEILLE LA VALENTINE ,True,_TS_CO_Department_BouchesduRhne13,13211,1036,MARSEILLE 11
_TS_CO_etab_34288,19,Agence MARSEILLE MOUREPIANE ,True,_TS_CO_Department_BouchesduRhne13,13216,1036,MARSEILLE 16
_TS_CO_etab_34009,20,Agence MARSEILLE PARADIS ,True,_TS_CO_Department_BouchesduRhne13,13208,1036,MARSEILLE 08
_TS_CO_etab_34251,21,Agence MARSEILLE PHARO ,True,_TS_CO_Department_BouchesduRhne13,13207,1036,MARSEILLE 07
_TS_CO_etab_34293,23,Agence MARSEILLE PORTE D'AIX,True,_TS_CO_Department_BouchesduRhne13,13203,1036,MARSEILLE 03
_TS_CO_etab_34011,24,Agence MARTIGUES ,True,_TS_CO_Department_BouchesduRhne13,13056,1036,MARTIGUES
_TS_CO_etab_59103,1143,Agence MAUBEUGE GARE ,True,_TS_CO_Department_Nord59,59392,1036,MAUBEUGE
_TS_CO_etab_59045,1144,Agence MAUBEUGE PASTEUR ,True,_TS_CO_Department_Nord59,59392,1036,MAUBEUGE
_TS_CO_etab_13894,1145,Agence MAYENNE ,True,_TS_CO_Department_Mayenne53,53147,1036,MAYENNE
_TS_CO_etab_75997,10,Agence MEAUX ,True,_TS_CO_Department_SeineetMarne77,77284,1036,MEAUX
_TS_CO_etab_33089,28,Agence MELLE ,True,_TS_CO_Department_DeuxSvres79,79264,1036,#N/A
_TS_CO_etab_76076,1147,Agence MENDE ,True,_TS_CO_Department_Lozre48,48095,1036,MENDE
_TS_CO_etab_34130,9,Agence MENTON ,True,_TS_CO_Department_AlpesMaritimes06,6083,1036,MENTON
_TS_CO_etab_33009,16,Agence MERIGNAC ,True,_TS_CO_Department_Gironde33,16216,1036,MERIGNAC
_TS_CO_etab_59018,23,Agence MERU ,True,_TS_CO_Department_Oise60,60395,1036,MERU
_TS_CO_etab_54065,26,Agence METZ BLIDA ,True,_TS_CO_Department_Moselle57,57463,1036,METZ
_TS_CO_etab_54064,27,Agence METZ GAMBETTA ,True,_TS_CO_Department_Moselle57,57463,1036,METZ
_TS_CO_etab_54082,28,Agence METZ SEBASTOPOL ,True,_TS_CO_Department_Moselle57,57463,1036,METZ
_TS_CO_etab_54076,29,Agence METZ TAISON ,True,_TS_CO_Department_Moselle57,57463,1036,METZ
_TS_CO_etab_75819,12,Agence MEUDON ,True,_TS_CO_Department_HautsdeSeine92,92048,1036,MEUDON
_TS_CO_etab_84024,6,Agence MONTLUEL ,True,_TS_CO_Department_Ain01,1244,1036,MEXIMIEUX
_TS_CO_etab_84053,1151,Agence MEYTHET ,True,_TS_CO_Department_HauteSavoie74,74010,1036,ANNECY
_TS_CO_etab_84047,41,Agence MEYZIEU ,True,_TS_CO_Department_Rhne69,69282,1036,MEYZIEU
_TS_CO_etab_76042,2,Agence MILLAU ,True,_TS_CO_Department_Aveyron12,12145,1036,MILLAU
_TS_CO_etab_33006,82,Agence MIMIZAN ,True,_TS_CO_Department_Landes40,40184,1036,MIMIZAN
_TS_CO_etab_34037,25,Agence MIRAMAS ,True,_TS_CO_Department_BouchesduRhne13,13063,1036,MIRAMAS
_TS_CO_etab_75409,11,Agence MITRY MORY ,True,_TS_CO_Department_SeineetMarne77,77294,1036,MITRY MORY
_TS_CO_etab_54024,1156,Agence MOLSHEIM ,True,_TS_CO_Department_BasRhin67,67300,1036,MOLSHEIM
_TS_CO_etab_84130,1157,Agence MONISTROL ,True,_TS_CO_Department_HauteLoire43,43136,1036,MONISTROL D ALLIER
_TS_CO_etab_33037,85,Agence MONT DE MARSAN ,True,_TS_CO_Department_Landes40,40192,1036,MONT DE MARSAN
_TS_CO_etab_13904,1159,Agence MONTAIGU ,True,_TS_CO_Department_Vende85,85146,1036,MONTAIGU VENDEE
_TS_CO_etab_35226,12,Agence MONTARGIS ,True,_TS_CO_Department_Loiret45,45208,1036,MONTARGIS
_TS_CO_etab_76048,1160,Agence MONTAUBAN ALBASUD ,True,_TS_CO_Department_TarnetGaronne82,82121,1036,MONTAUBAN
_TS_CO_etab_76050,1161,Agence MONTAUBAN Nord ,True,_TS_CO_Department_TarnetGaronne82,82121,1036,MONTAUBAN
_TS_CO_etab_21008,1162,Agence MONTBARD  BRASSENS / CHATI ,True,_TS_CO_Department_CotedOr21,21425,1036,MONTBARD
_TS_CO_etab_21055,1163,Agence MONTBELIARD ,True,_TS_CO_Department_Doubs25,25388,1036,MONTBELIARD
_TS_CO_etab_21035,1164,Agence MONTBELIARD HEXAGONE ,True,_TS_CO_Department_Doubs25,25388,1036,MONTBELIARD
_TS_CO_etab_84095,1165,Agence MONTBRISON ,True,_TS_CO_Department_Loire42,42147,1036,MONTBRISON
_TS_CO_etab_21019,1166,Agence MONTCEAU LES MINES ,True,_TS_CO_Department_Saneetloire71,71306,1036,MONTCEAU LES MINES
_TS_CO_etab_59027,20,Agence MONTDIDIER ,True,_TS_CO_Department_Somme80,57478,1036,MONTDIDIER
_TS_CO_etab_84098,2,Agence MONTELIMAR ,True,_TS_CO_Department_Drme26,26198,1036,MONTELIMAR
_TS_CO_etab_75316,12,Agence MONTEREAU FAULT YONNE ,True,_TS_CO_Department_SeineetMarne77,45213,1036,MONTEREAU
_TS_CO_etab_75447,13,Agence MONTEREAU FAULT YONNE ,True,_TS_CO_Department_SeineetMarne77,77305,1036,MONTEREAU FAULT YONNE
_TS_CO_etab_54091,30,Agence MONTIGNY LES METZ ,True,_TS_CO_Department_Moselle57,57480,1036,MONTIGNY LES METZ
_TS_CO_etab_84138,1171,Agence MONTLUCON Nord ,True,_TS_CO_Department_Allier03,3185,1036,MONTLUCON
_TS_CO_etab_84132,1172,Agence MONTLUCON Sud ,True,_TS_CO_Department_Allier03,3185,1036,MONTLUCON
_TS_CO_etab_84051,1173,Agence MONTMELIAN ,True,_TS_CO_Department_Savoie73,73171,1036,MONTMELIAN
_TS_CO_etab_75692,10,Agence MONTMORENCY ,True,_TS_CO_Department_ValdOise95,95428,1036,MONTMORENCY
_TS_CO_etab_33080,1175,Agence MONTMORILLON ,True,_TS_CO_Department_Vienne86,86165,1036,MONTMORILLON
_TS_CO_etab_75715,11,Agence MONTREUIL ,True,_TS_CO_Department_SeineSaintDenis93,28267,1036,MONTREUIL
_TS_CO_etab_75696,13,Agence MONTROUGE ,True,_TS_CO_Department_HautsdeSeine92,92049,1036,MONTROUGE
_TS_CO_etab_13933,1178,Agence MONTVAL SUR LOIR ,True,_TS_CO_Department_Sarthe72,72071,1036,MONTVAL SUR LOIR
_TS_CO_etab_27180,1179,Agence MORLAIX ,True,_TS_CO_Department_Finistre29,29151,1036,MORLAIX
_TS_CO_etab_66137,91,Agence MORNE A L EAU ,True,_TS_CO_Department_Guadeloupe971,97116,1036,MORNE A L EAU
_TS_CO_etab_28058,1180,Agence MORTAGNE ,True,_TS_CO_Department_Orne61,61293,1036,MORTAGNE AU PERCHE
_TS_CO_etab_21057,1181,Agence MORTEAU ,True,_TS_CO_Department_Doubs25,25411,1036,MORTEAU
_TS_CO_etab_68154,48,Agence MOUFIA ,True,_TS_CO_Department_Runion974,97411,1036,ST DENIS
_TS_CO_etab_68157,60,Agence MOULIN ,True,_TS_CO_Department_Runion974,97411,1036,ST DENIS
_TS_CO_etab_84128,1184,Agence MOULINS ,True,_TS_CO_Department_Allier03,2530,1036,MOULINS
_TS_CO_etab_33031,16,Agence MOURENX ,True,_TS_CO_Department_PyrnesAtlantiques64,64410,1036,MOURENX
_TS_CO_etab_84307,1188,Agence MOUTIERS ,True,_TS_CO_Department_Savoie73,73181,1036,#N/A
_TS_CO_etab_76082,1189,Agence MTP CASTELNAU ,True,_TS_CO_Department_Hrault34,34057,1036,CASTELNAU LE LEZ
_TS_CO_etab_76067,1190,Agence MTP CELLENEUVE ,True,_TS_CO_Department_Hrault34,34172,1036,MONTPELLIER
_TS_CO_etab_76216,1193,Agence MTP CEVENNES ,True,_TS_CO_Department_Hrault34,34172,1036,MONTPELLIER
_TS_CO_etab_76071,1194,Agence MTP ESPACE CADRES ,True,_TS_CO_Department_Hrault34,34198,1036,PEROLS
_TS_CO_etab_76061,1197,Agence MTP MALBOSC ,True,_TS_CO_Department_Hrault34,34172,1036,MONTPELLIER
_TS_CO_etab_76060,1198,Agence MTP MAS DE GRILLE ,True,_TS_CO_Department_Hrault34,34270,1036,ST JEAN DE VEDAS
_TS_CO_etab_76079,1201,Agence MTP MEDITERRANEE ,True,_TS_CO_Department_Hrault34,34198,1036,PEROLS
_TS_CO_etab_54195,1202,Agence MULHOUSE DOLLER ,True,_TS_CO_Department_HautRhin68,68224,1036,MULHOUSE
_TS_CO_etab_54002,1205,Agence MULHOUSE DROUOT ,True,_TS_CO_Department_HautRhin68,68224,1036,MULHOUSE
_TS_CO_etab_54017,1206,Agence MULHOUSE Nord ,True,_TS_CO_Department_HautRhin68,68224,1036,MULHOUSE
_TS_CO_etab_54026,1209,Agence MULHOUSE PORTE DE BALE ,True,_TS_CO_Department_HautRhin68,68224,1036,MULHOUSE
_TS_CO_etab_76043,5,Agence MURET ,True,_TS_CO_Department_HauteGaronne31,31395,1036,MURET
_TS_CO_etab_54068,18,Agence NANCY CRISTALLERIE ,True,_TS_CO_Department_MeurtheetMoselle54,54395,1036,NANCY
_TS_CO_etab_54101,19,Agence NANCY GENTILLY ,True,_TS_CO_Department_MeurtheetMoselle54,54395,1036,NANCY
_TS_CO_etab_54193,20,Agence NANCY JOFFRE ,True,_TS_CO_Department_MeurtheetMoselle54,54395,1036,NANCY
_TS_CO_etab_54066,21,Agence NANCY MAJORELLE ,True,_TS_CO_Department_MeurtheetMoselle54,54395,1036,NANCY
_TS_CO_etab_54074,22,Agence NANCY PORT DE PLAISANCE ,True,_TS_CO_Department_MeurtheetMoselle54,54395,1036,NANCY
_TS_CO_etab_54071,23,Agence NANCY ST THIEBAUT ,True,_TS_CO_Department_MeurtheetMoselle54,54395,1036,NANCY
_TS_CO_etab_75634,14,Agence NANTERRE ,True,_TS_CO_Department_HautsdeSeine92,92050,1036,NANTERRE
_TS_CO_etab_75673,15,Agence NANTERRE PARC ,True,_TS_CO_Department_HautsdeSeine92,92050,1036,NANTERRE
_TS_CO_etab_13808,258,Agence NANTES CENTRE ,True,_TS_CO_Department_LoireAtlantique44,44109,1036,NANTES
_TS_CO_etab_13912,263,Agence NANTES CHANTENAY ,True,_TS_CO_Department_LoireAtlantique44,44109,1036,NANTES
_TS_CO_etab_13004,276,Agence NANTES HALUCHERE ,True,_TS_CO_Department_LoireAtlantique44,44109,1036,NANTES
_TS_CO_etab_13934,284,Agence NANTES HALUCHERE ,True,_TS_CO_Department_LoireAtlantique44,44109,1036,NANTES
_TS_CO_etab_13914,296,Agence NANTES MALAKOFF ,True,_TS_CO_Department_LoireAtlantique44,44109,1036,NANTES
_TS_CO_etab_13862,304,Agence NANTES Nord ,True,_TS_CO_Department_LoireAtlantique44,44109,1036,NANTES
_TS_CO_etab_13913,315,Agence NANTES SAINTE LUCE ,True,_TS_CO_Department_LoireAtlantique44,44109,1036,NANTES
_TS_CO_etab_76086,5,Agence NARBONNE ,True,_TS_CO_Department_Aude11,11262,1036,NARBONNE
_TS_CO_etab_75326,14,Agence NEMOURS ,True,_TS_CO_Department_SeineetMarne77,77333,1036,NEMOURS
_TS_CO_etab_54104,1222,Agence NEUFCHATEAU ,True,_TS_CO_Department_Vosges88,88321,1036,NEUFCHATEAU
_TS_CO_etab_75951,12,Agence NEUILLY SUR MARNE ,True,_TS_CO_Department_SeineSaintDenis93,93050,1036,NEUILLY SUR MARNE
_TS_CO_etab_84008,42,Agence NEUVILLE SUR SAONE ,True,_TS_CO_Department_Rhne69,69143,1036,NEUVILLE SUR SAONE
_TS_CO_etab_21026,1225,Agence NEVERS ,True,_TS_CO_Department_Nivre58,58194,1036,NEVERS
_TS_CO_etab_34380,10,Agence NICE Est ,True,_TS_CO_Department_AlpesMaritimes06,6088,1036,NICE
_TS_CO_etab_34206,11,Agence NICE LA TRINITE ,True,_TS_CO_Department_AlpesMaritimes06,6149,1036,LA TRINITE
_TS_CO_etab_34208,12,Agence NICE Nord ,True,_TS_CO_Department_AlpesMaritimes06,6088,1036,NICE
_TS_CO_etab_34296,13,Agence NICE Ouest ,True,_TS_CO_Department_AlpesMaritimes06,6088,1036,NICE
_TS_CO_etab_76078,1226,Agence NIMES 7 COLLINES ,True,_TS_CO_Department_Gard30,30189,1036,NIMES
_TS_CO_etab_76098,1227,Agence NIMES COURBESSAC ,True,_TS_CO_Department_Gard30,30189,1036,NIMES
_TS_CO_etab_76084,1229,Agence NIMES SAINT CESAIRE ,True,_TS_CO_Department_Gard30,30189,1036,NIMES
_TS_CO_etab_33078,34,Agence NIORT GARENNE ,True,_TS_CO_Department_DeuxSvres79,79191,1036,NIORT
_TS_CO_etab_33077,53,Agence NIORT TREVINS ,True,_TS_CO_Department_DeuxSvres79,79081,1036,CHAURAY
_TS_CO_etab_59118,1230,Agence NOEUX LES MINES ,True,_TS_CO_Department_PasdeCalais62,62617,1036,NOEUX LES MINES
_TS_CO_etab_35248,59,Agence NOGENT LE ROTROU ,True,_TS_CO_Department_EureetLoir28,28280,1036,NOGENT LE ROTROU
_TS_CO_etab_75972,11,Agence NOGENT SUR MARNE ,True,_TS_CO_Department_ValdeMarne94,94052,1036,NOGENT SUR MARNE
_TS_CO_etab_75722,13,Agence NOISY LE GRAND ,True,_TS_CO_Department_SeineSaintDenis93,93051,1036,NOISY LE GRAND
_TS_CO_etab_75835,15,Agence NOISY LE SEC ,True,_TS_CO_Department_SeineSaintDenis93,93053,1036,NOISY LE SEC
_TS_CO_etab_33008,2,Agence NONTRON ,True,_TS_CO_Department_Dordogne24,24311,1036,NONTRON
_TS_CO_etab_59025,25,Agence NOYON ,True,_TS_CO_Department_Oise60,60471,1036,NOYON
_TS_CO_etab_33052,17,Agence OLORON STE MARIE ,True,_TS_CO_Department_PyrnesAtlantiques64,64422,1036,OLORON STE MARIE
_TS_CO_etab_34369,22,Agence ORANGE ,True,_TS_CO_Department_Vaucluse84,84087,1036,ORANGE
_TS_CO_etab_35240,13,Agence ORLEANS Est ,True,_TS_CO_Department_Loiret45,45284,1036,ST JEAN DE BRAYE
_TS_CO_etab_35003,14,Agence ORLEANS LOIRE ,True,_TS_CO_Department_Loiret45,45234,1036,ORLEANS
_TS_CO_etab_35233,15,Agence ORLEANS Nord ,True,_TS_CO_Department_Loiret45,45234,1036,ORLEANS
_TS_CO_etab_35137,16,Agence ORLEANS Sud ,True,_TS_CO_Department_Loiret45,45232,1036,OLIVET
_TS_CO_etab_84105,43,Agence OULLINS ,True,_TS_CO_Department_Rhne69,69149,1036,OULLINS PIERRE BENITE
_TS_CO_etab_84079,7,Agence OYONNAX ,True,_TS_CO_Department_Ain01,1283,1036,OYONNAX
_TS_CO_etab_75306,1256,Agence PALAISEAU ,True,_TS_CO_Department_Essonne91,91477,1036,PALAISEAU
_TS_CO_etab_75465,1257,Agence PALAISEAU ,True,_TS_CO_Department_Essonne91,91477,1036,PALAISEAU
_TS_CO_etab_76022,1260,Agence PAMIERS ,True,_TS_CO_Department_Arige09,9225,1036,PAMIERS
_TS_CO_etab_75713,16,Agence PANTIN ,True,_TS_CO_Department_SeineSaintDenis93,93055,1036,PANTIN
_TS_CO_etab_33244,103,Agence PARENTIS ,True,_TS_CO_Department_Landes40,40217,1036,PARENTIS EN BORN
_TS_CO_etab_75227,21,Agence Paris 2ème - Paul Lelong,True,_TS_CO_Department_Paris75,75102,1036,PARIS 02
_TS_CO_etab_75193,24,Agence Paris 10ème - Vicq d'Azir,True,_TS_CO_Department_Paris75,75110,1036,PARIS 10
_TS_CO_etab_75110,25,Agence Paris 11ème - Beaumarchais,True,_TS_CO_Department_Paris75,75111,1036,PARIS 11
_TS_CO_etab_75295,28,Agence Paris 12ème,True,_TS_CO_Department_Paris75,75112,1036,PARIS 12
_TS_CO_etab_75292,31,Agence Paris 17ème - Cardinet,True,_TS_CO_Department_Paris75,75117,1036,PARIS 17
_TS_CO_etab_75298,32,Agence Paris 18ème - Ney,True,_TS_CO_Department_Paris75,75118,1036,PARIS 18
_TS_CO_etab_75258,33,Agence Paris 19ème - Laumière,True,_TS_CO_Department_Paris75,75119,1036,PARIS 19
_TS_CO_etab_75297,34,Agence Paris 19ème - Armand Carrel,True,_TS_CO_Department_Paris75,75119,1036,PARIS 19
_TS_CO_etab_75229,35,Agence Paris 20ème - Piat,True,_TS_CO_Department_Paris75,75120,1036,PARIS 20
_TS_CO_etab_75228,36,Agence Paris 20ème - Vitruve,True,_TS_CO_Department_Paris75,75120,1036,PARIS 20
_TS_CO_etab_75104,37,Agence Paris 13ème - Daviel,True,_TS_CO_Department_Paris75,75113,1036,PARIS 13
_TS_CO_etab_75109,38,Agence Paris 14ème - Jean Moulin,True,_TS_CO_Department_Paris75,75114,1036,PARIS 14
_TS_CO_etab_75296,39,Agence Paris 8ème - Saint Petersbourg,True,_TS_CO_Department_Paris75,75108,1036,PARIS 08
_TS_CO_etab_75115,40,Agence PARIS DUBAIL ,True,_TS_CO_Department_Paris75,75110,1036,PARIS 10
_TS_CO_etab_75257,41,Agence PARIS JEAN COTTIN ,True,_TS_CO_Department_Paris75,75118,1036,PARIS 18
_TS_CO_etab_75274,42,Agence PARIS SAINT LOUIS ,True,_TS_CO_Department_Paris75,75110,1036,PARIS 10
_TS_CO_etab_33066,54,Agence PARTHENAY ,True,_TS_CO_Department_DeuxSvres79,79202,1036,PARTHENAY
_TS_CO_etab_33051,18,Agence PAU JEAN ZAY ,True,_TS_CO_Department_PyrnesAtlantiques64,64445,1036,PAU
_TS_CO_etab_33012,19,Agence PAU LYAUTEY ,True,_TS_CO_Department_PyrnesAtlantiques64,64445,1036,PAU
_TS_CO_etab_33020,17,Agence PAUILLAC ,True,_TS_CO_Department_Gironde33,33314,1036,PAUILLAC
_TS_CO_etab_59019,21,Agence PERONNE ALBERT ,True,_TS_CO_Department_Somme80,80620,1036,PERONNE
_TS_CO_etab_76091,3,Agence PERP SAINT ASSISCLE ,True,_TS_CO_Department_PyrnesOrientales66,66136,1036,PERPIGNAN
_TS_CO_etab_76092,4,Agence PERP SANT VICENS ,True,_TS_CO_Department_PyrnesOrientales66,66028,1036,CABESTANY
_TS_CO_etab_76069,5,Agence PERPIGNAN DESNOYES ,True,_TS_CO_Department_PyrnesOrientales66,66136,1036,PERPIGNAN
_TS_CO_etab_76064,6,Agence PERPIGNAN POLYGONE ,True,_TS_CO_Department_PyrnesOrientales66,66136,1036,PERPIGNAN
_TS_CO_etab_75689,11,Agence PERSAN ,True,_TS_CO_Department_ValdOise95,95487,1036,PERSAN
_TS_CO_etab_34382,23,Agence PERTUIS ,True,_TS_CO_Department_Vaucluse84,84089,1036,PERTUIS
_TS_CO_etab_33010,18,Agence PESSAC ,True,_TS_CO_Department_Gironde33,33318,1036,PESSAC
_TS_CO_etab_66132,108,Agence PETIT BOURG ,True,_TS_CO_Department_Guadeloupe971,97103,1036,BAIE MAHAULT
_TS_CO_etab_76068,1307,Agence PEZENAS ,True,_TS_CO_Department_Hrault34,34199,1036,PEZENAS
_TS_CO_etab_84083,3,Agence PIERRELATTE ,True,_TS_CO_Department_Drme26,26235,1036,PIERRELATTE
_TS_CO_etab_35228,17,Agence PITHIVIERS ,True,_TS_CO_Department_Loiret45,45252,1036,PITHIVIERS
_TS_CO_etab_75640,6,Agence PLAISIR ,True,_TS_CO_Department_Yvelines78,78490,1036,PLAISIR
_TS_CO_etab_27204,1313,Agence PLOERMEL ,True,_TS_CO_Department_Morbihan56,56165,1036,PLOERMEL
_TS_CO_etab_75980,12,Agence POINT RELAIS ALFORTVILLE ,True,_TS_CO_Department_ValdeMarne94,94002,1036,ALFORTVILLE
_TS_CO_etab_75994,34,Agence POINT RELAIS BRIE COMTE RO ,True,_TS_CO_Department_SeineetMarne77,77053,1036,BRIE COMTE ROBERT
_TS_CO_etab_75985,13,Agence POINT RELAIS CHENNEVIERES ,True,_TS_CO_Department_ValdeMarne94,94019,1036,CHENNEVIERES SUR MARNE
_TS_CO_etab_66109,118,Agence POINTE A PITRE PLACEMENT ,True,_TS_CO_Department_Guadeloupe971,97120,1036,POINTE A PITRE
_TS_CO_etab_75811,7,Agence POISSY ,True,_TS_CO_Department_Yvelines78,78498,1036,POISSY
_TS_CO_etab_33063,1319,Agence POITIERS FUTUROSCOPE ,True,_TS_CO_Department_Vienne86,86062,1036,CHASSENEUIL DU POITOU
_TS_CO_etab_33065,1320,Agence POITIERS GARE ,True,_TS_CO_Department_Vienne86,86194,1036,POITIERS
_TS_CO_etab_33079,1322,Agence POITIERS GRAND LARGE ,True,_TS_CO_Department_Vienne86,86214,1036,ST BENOIT
_TS_CO_etab_54105,24,Agence PONT A MOUSSON ,True,_TS_CO_Department_MeurtheetMoselle54,54431,1036,PONT A MOUSSON
_TS_CO_etab_28003,1324,Agence PONT AUDEMER ,True,_TS_CO_Department_Eure27,27467,1036,PONT AUDEMER
_TS_CO_etab_84081,1325,Agence PONT DE CLAIX ,True,_TS_CO_Department_Isre38,38317,1036,LE PONT DE CLAIX
_TS_CO_etab_27193,1326,Agence PONT L ABBE ,True,_TS_CO_Department_Finistre29,29220,1036,PONT L ABBE
_TS_CO_etab_21044,1327,Agence PONTARLIER ,True,_TS_CO_Department_Doubs25,25462,1036,PONTARLIER
