ClientCode,OrderNumber,Label,Enabled,Region,GoogleRef,DefaultLCID,Ville
_TS_CO_etab_75330,36,Agence PONTAULT COMBAULT ,True,_TS_CO_Department_SeineetMarne77,77373,1036,PONTAULT COMBAULT
_TS_CO_etab_84112,1331,Agence PONTCHARRA ,True,_TS_CO_Department_Isre38,38314,1036,PONTCHARRA
_TS_CO_etab_27038,1332,Agence PONTIVY ,True,_TS_CO_Department_Morbihan56,56178,1036,PONTIVY
_TS_CO_etab_13898,323,Agence PORNIC ,True,_TS_CO_Department_LoireAtlantique44,44131,1036,PORNIC
_TS_CO_etab_66118,121,Agence PORT LOUIS ,True,_TS_CO_Department_Guadeloupe971,56181,1036,PORT LOUIS
_TS_CO_etab_76024,6,Agence PORTET S/ GARONNE ,True,_TS_CO_Department_HauteGaronne31,31433,1036,PORTET SUR GARONNE
_TS_CO_etab_65103,1337,Agence PORTO VECCHIO ,True,_TS_CO_Department_CorseduSud2a,2A247,1036,PORTO VECCHIO
_TS_CO_etab_76077,7,Agence PRADES ,True,_TS_CO_Department_PyrnesOrientales66,7182,1036,PRADES
_TS_CO_etab_84102,1341,Agence PRIVAS ,True,_TS_CO_Department_Ardche07,7186,1036,PRIVAS
_TS_CO_etab_75319,37,Agence PROVINS ,True,_TS_CO_Department_SeineetMarne77,77379,1036,PROVINS
_TS_CO_etab_65071,1345,Agence PRUNELLI ,True,_TS_CO_Department_HauteCorse2b,2B251,1036,PRUNELLI DI FIUMORBO
_TS_CO_etab_75817,16,Agence PUTEAUX ,True,_TS_CO_Department_HautsdeSeine92,92062,1036,PUTEAUX
_TS_CO_etab_27200,1349,Agence QUIMPER Nord ,True,_TS_CO_Department_Finistre29,29232,1036,QUIMPER
_TS_CO_etab_27108,1350,Agence QUIMPER Sud ,True,_TS_CO_Department_Finistre29,29232,1036,QUIMPER
_TS_CO_etab_27189,1352,Agence QUIMPERLE ,True,_TS_CO_Department_Finistre29,29233,1036,QUIMPERLE
_TS_CO_etab_75518,13,Agence RAMBOUILLET ,True,_TS_CO_Department_Yvelines78,78517,1036,RAMBOUILLET
_TS_CO_etab_68149,192,Agence RAVINE DES CABRIS ,True,_TS_CO_Department_Runion974,97416,1036,ST PIERRE
_TS_CO_etab_27197,3,Agence REDON ,True,_TS_CO_Department_IlleetVilaine35,35236,1036,REDON
_TS_CO_etab_54055,1358,Agence REIMS BEZANNES ,True,_TS_CO_Department_Marne51,51058,1036,BEZANNES
_TS_CO_etab_54052,1359,Agence REIMS JEANNE D ARC ,True,_TS_CO_Department_Marne51,51454,1036,REIMS
_TS_CO_etab_54053,1360,Agence REIMS LA NEUVILLETTE ,True,_TS_CO_Department_Marne51,51454,1036,REIMS
_TS_CO_etab_54054,1361,Agence REIMS MONT D ARENE ,True,_TS_CO_Department_Marne51,51454,1036,REIMS
_TS_CO_etab_54087,1362,Agence REMIREMONT ,True,_TS_CO_Department_Vosges88,88383,1036,REMIREMONT
_TS_CO_etab_27194,4,Agence RENNES CENTRE ,True,_TS_CO_Department_IlleetVilaine35,35238,1036,RENNES
_TS_CO_etab_27185,5,Agence RENNES Est ,True,_TS_CO_Department_IlleetVilaine35,35238,1036,RENNES
_TS_CO_etab_27196,6,Agence RENNES Nord ,True,_TS_CO_Department_IlleetVilaine35,35238,1036,RENNES
_TS_CO_etab_27010,7,Agence RENNES Ouest ,True,_TS_CO_Department_IlleetVilaine35,35238,1036,RENNES
_TS_CO_etab_27205,9,Agence RENNES Sud ,True,_TS_CO_Department_IlleetVilaine35,35238,1036,RENNES
_TS_CO_etab_54031,1367,Agence RETHEL ,True,_TS_CO_Department_Ardennes08,8362,1036,RETHEL
_TS_CO_etab_54051,1368,Agence REVIN ,True,_TS_CO_Department_Ardennes08,8363,1036,REVIN
_TS_CO_etab_13861,332,Agence REZE ,True,_TS_CO_Department_LoireAtlantique44,44143,1036,REZE
_TS_CO_etab_84302,44,Agence RILLIEUX ,True,_TS_CO_Department_Rhne69,69286,1036,RILLIEUX LA PAPE
_TS_CO_etab_84133,7,Agence RIOM ,True,_TS_CO_Department_PuydeDme63,63300,1036,RIOM
_TS_CO_etab_84085,1376,Agence RIVE DE GIER ,True,_TS_CO_Department_Loire42,42186,1036,RIVE DE GIER
_TS_CO_etab_67138,21,Agence RIVIERE SALEE ,True,_TS_CO_Department_Martinique972,97221,1036,RIVIERE SALEE
_TS_CO_etab_84109,1381,Agence ROANNE ,True,_TS_CO_Department_Loire42,42187,1036,ROANNE
_TS_CO_etab_33087,6,Agence ROCHEFORT ,True,_TS_CO_Department_CharenteMaritime17,17299,1036,ROCHEFORT
_TS_CO_etab_76056,3,Agence RODEZ ,True,_TS_CO_Department_Aveyron12,12202,1036,RODEZ
_TS_CO_etab_75961,23,Agence ROMAINVILLE ,True,_TS_CO_Department_SeineSaintDenis93,93063,1036,ROMAINVILLE
_TS_CO_etab_84086,4,Agence ROMANS SUR ISERE ,True,_TS_CO_Department_Drme26,26281,1036,ROMANS SUR ISERE
_TS_CO_etab_54040,2,Agence ROMILLY SUR SEINE ,True,_TS_CO_Department_Aube10,10323,1036,ROMILLY SUR SEINE
_TS_CO_etab_35238,1392,Agence ROMORANTIN LANTHENAY ,True,_TS_CO_Department_LoiretCher41,41194,1036,ROMORANTIN LANTHENAY
_TS_CO_etab_75810,28,Agence ROSNY SOUS BOIS ,True,_TS_CO_Department_SeineSaintDenis93,93064,1036,ROSNY SOUS BOIS
_TS_CO_etab_59049,1396,Agence ROUBAIX CENTRE ,True,_TS_CO_Department_Nord59,59512,1036,ROUBAIX
_TS_CO_etab_59102,1399,Agence ROUBAIX LES PRES ,True,_TS_CO_Department_Nord59,59512,1036,ROUBAIX
_TS_CO_etab_28006,1400,Agence ROUEN CAUCHOISE ,True,_TS_CO_Department_SeineMaritime76,76540,1036,ROUEN
_TS_CO_etab_28000,1403,Agence ROUEN DARNETAL ,True,_TS_CO_Department_SeineMaritime76,76540,1036,ROUEN
_TS_CO_etab_28031,1404,Agence ROUEN LUCILINE ,True,_TS_CO_Department_SeineMaritime76,76540,1036,ROUEN
_TS_CO_etab_28027,1407,Agence ROUEN QUEVILLY ,True,_TS_CO_Department_SeineMaritime76,76322,1036,LE GRAND QUEVILLY
_TS_CO_etab_28018,1408,Agence ROUEN SAINT SEVER ,True,_TS_CO_Department_SeineMaritime76,76540,1036,ROUEN
_TS_CO_etab_28008,1411,Agence ROUEN ST ETIENNE ,True,_TS_CO_Department_SeineMaritime76,76575,1036,ST ETIENNE DU ROUVRAY
_TS_CO_etab_84093,1412,Agence ROUSSILLON ,True,_TS_CO_Department_Isre38,38344,1036,ROUSSILLON
_TS_CO_etab_33085,7,Agence ROYAN ,True,_TS_CO_Department_CharenteMaritime17,17306,1036,ROYAN
_TS_CO_etab_75520,17,Agence RUEIL MALMAISON ,True,_TS_CO_Department_HautsdeSeine92,92063,1036,RUEIL MALMAISON
_TS_CO_etab_33086,1418,Agence RUFFEC ,True,_TS_CO_Department_Charente16,16292,1036,RUFFEC
_TS_CO_etab_13919,1419,Agence SABLE SUR SARTHE ,True,_TS_CO_Department_Sarthe72,72264,1036,SABLE SUR SARTHE
_TS_CO_etab_59067,1420,Agence SAINT AMAND ,True,_TS_CO_Department_Nord59,59526,1036,ST AMAND LES EAUX
_TS_CO_etab_33045,5,Agence SAINT ASTIER ,True,_TS_CO_Department_Dordogne24,24372,1036,ST ASTIER
_TS_CO_etab_54094,31,Agence SAINT AVOLD ,True,_TS_CO_Department_Moselle57,57606,1036,ST AVOLD
_TS_CO_etab_27195,1425,Agence SAINT BRIEUC Ouest Direction Territoriale 22 ,True,_TS_CO_Department_CtesdArmor22,22278,1036,ST BRIEUC
_TS_CO_etab_27021,1426,Agence SAINT BRIEUC Sud ,True,_TS_CO_Department_CtesdArmor22,22278,1036,ST BRIEUC
_TS_CO_etab_21052,1428,Agence SAINT CLAUDE ,True,_TS_CO_Department_Jura39,39478,1036,ST CLAUDE
_TS_CO_etab_75714,35,Agence SAINT DENIS ,True,_TS_CO_Department_SeineSaintDenis93,93066,1036,ST DENIS
_TS_CO_etab_54103,1432,Agence SAINT DIE ,True,_TS_CO_Department_Vosges88,88413,1036,ST DIE DES VOSGES
_TS_CO_etab_54045,1433,Agence SAINT DIZIER ,True,_TS_CO_Department_HauteMarne52,52448,1036,ST DIZIER
_TS_CO_etab_84136,1436,Agence SAINT FLOUR ,True,_TS_CO_Department_Cantal15,15187,1036,ST FLOUR
_TS_CO_etab_66131,130,Agence SAINT FRANCOIS ,True,_TS_CO_Department_Guadeloupe971,97125,1036,ST FRANCOIS
_TS_CO_etab_76053,8,Agence SAINT GAUDENS ,True,_TS_CO_Department_HauteGaronne31,31483,1036,ST GAUDENS
_TS_CO_etab_76018,1443,Agence SAINT GIRONS ,True,_TS_CO_Department_Arige09,9261,1036,ST GIRONS
_TS_CO_etab_13921,338,Agence SAINT HERBLAIN ,True,_TS_CO_Department_LoireAtlantique44,44162,1036,ST HERBLAIN
_TS_CO_etab_76026,9,Agence SAINT JEAN ,True,_TS_CO_Department_HauteGaronne31,31488,1036,ST JEAN
_TS_CO_etab_33081,8,Agence SAINT JEAN D ANGELY ,True,_TS_CO_Department_CharenteMaritime17,17347,1036,ST JEAN D ANGELY
_TS_CO_etab_68158,193,Agence SAINT JOSEPH ,True,_TS_CO_Department_Runion974,97412,1036,ST JOSEPH
_TS_CO_etab_69005,5,Agence SAINT LAURENT DU MARONI ,True,_TS_CO_Department_Guyane973,97311,1036,ST LAURENT DU MARONI
_TS_CO_etab_68151,196,Agence SAINT LEU ,True,_TS_CO_Department_Runion974,97413,1036,ST LEU
_TS_CO_etab_54019,1452,Agence SAINT LOUIS ,True,_TS_CO_Department_HautRhin68,68297,1036,ST LOUIS
_TS_CO_etab_27201,10,Agence SAINT MALO ,True,_TS_CO_Department_IlleetVilaine35,35288,1036,ST MALO
_TS_CO_etab_66133,131,Agence SAINT MARTIN ,True,_TS_CO_Department_Guadeloupe971,97801,1036,ST MARTIN
_TS_CO_etab_13911,343,Agence SAINT NAZAIRE ,True,_TS_CO_Department_LoireAtlantique44,44184,1036,ST NAZAIRE
_TS_CO_etab_75948,48,Agence SAINT OUEN ,True,_TS_CO_Department_SeineSaintDenis93,93070,1036,ST OUEN SUR SEINE
_TS_CO_etab_75560,28,Agence SAINT OUEN L'AUMONE ,True,_TS_CO_Department_ValdOise95,95572,1036,ST OUEN L AUMONE
_TS_CO_etab_67134,22,Agence SAINT PIERRE ,True,_TS_CO_Department_Martinique972,97416,1036,ST PIERRE
_TS_CO_etab_59081,1463,Agence SAINT POL SUR TERNOISE ,True,_TS_CO_Department_PasdeCalais62,62767,1036,ST POL SUR TERNOISE
_TS_CO_etab_84305,45,Agence SAINT PRIEST ,True,_TS_CO_Department_Rhne69,69290,1036,ST PRIEST
_TS_CO_etab_59006,1467,Agence SAINT QUENTIN CORDIER ,True,_TS_CO_Department_Aisne02,2691,1036,ST QUENTIN
_TS_CO_etab_59009,1469,Agence SAINT QUENTIN PERI ,True,_TS_CO_Department_Aisne02,2691,1036,ST QUENTIN
_TS_CO_etab_34290,23,Agence SAINT RAPHAEL ,True,_TS_CO_Department_Var83,83118,1036,ST RAPHAEL
_TS_CO_etab_67139,23,Agence SAINTE MARIE ,True,_TS_CO_Department_Martinique972,97228,1036,STE MARIE
_TS_CO_etab_66134,140,Agence SAINTE ROSE ,True,_TS_CO_Department_Guadeloupe971,97129,1036,STE ROSE
_TS_CO_etab_33075,9,Agence SAINTES ST GEORGES ,True,_TS_CO_Department_CharenteMaritime17,17415,1036,SAINTES
_TS_CO_etab_84057,1475,Agence SALLANCHES ,True,_TS_CO_Department_HauteSavoie74,74256,1036,SALLANCHES
_TS_CO_etab_34354,26,Agence SALON ,True,_TS_CO_Department_BouchesduRhne13,13103,1036,SALON DE PROVENCE
_TS_CO_etab_75818,32,Agence SARCELLES ,True,_TS_CO_Department_ValdOise95,95585,1036,SARCELLES
_TS_CO_etab_33059,6,Agence SARLAT ,True,_TS_CO_Department_Dordogne24,24520,1036,SARLAT LA CANEDA
_TS_CO_etab_54102,32,Agence SARREBOURG ,True,_TS_CO_Department_Moselle57,57630,1036,SARREBOURG
_TS_CO_etab_54090,33,Agence SARREGUEMINES ,True,_TS_CO_Department_Moselle57,57631,1036,SARREGUEMINES
_TS_CO_etab_75537,21,Agence SARTROUVILLE ,True,_TS_CO_Department_Yvelines78,78586,1036,SARTROUVILLE
_TS_CO_etab_13917,8,Agence SAUMUR ,True,_TS_CO_Department_MaineetLoire49,49328,1036,SAUMUR
_TS_CO_etab_54014,1484,Agence SAVERNE ,True,_TS_CO_Department_BasRhin67,67437,1036,SAVERNE
_TS_CO_etab_75404,40,Agence SAVIGNY LE TEMPLE ,True,_TS_CO_Department_SeineetMarne77,77445,1036,SAVIGNY LE TEMPLE
_TS_CO_etab_75473,1486,Agence SAVIGNY SUR ORGE ,True,_TS_CO_Department_Essonne91,91589,1036,SAVIGNY SUR ORGE
_TS_CO_etab_54188,1487,Agence SCHILTIGHEIM ,True,_TS_CO_Department_BasRhin67,67447,1036,SCHILTIGHEIM
_TS_CO_etab_67135,24,Agence SCHOELCHER MADIANA ,True,_TS_CO_Department_Martinique972,97229,1036,SCHOELCHER
_TS_CO_etab_59090,1490,Agence SECLIN ,True,_TS_CO_Department_Nord59,59560,1036,SECLIN
_TS_CO_etab_54041,1493,Agence SEDAN ,True,_TS_CO_Department_Ardennes08,8409,1036,SEDAN
_TS_CO_etab_13828,9,Agence SEGRE ,True,_TS_CO_Department_MaineetLoire49,49331,1036,SEGRE EN ANJOU BLEU
_TS_CO_etab_54028,1495,Agence SELESTAT ,True,_TS_CO_Department_BasRhin67,67462,1036,SELESTAT
_TS_CO_etab_21013,1496,Agence SENS ,True,_TS_CO_Department_Yonne89,89387,1036,SENS
_TS_CO_etab_76103,1497,Agence SETE ,True,_TS_CO_Department_Hrault34,34301,1036,SETE
_TS_CO_etab_75999,50,Agence SEVRAN ,True,_TS_CO_Department_SeineSaintDenis93,93071,1036,SEVRAN
_TS_CO_etab_84107,1499,Agence SEYNOD Direction Territoriale 74 PFP ,True,_TS_CO_Department_HauteSavoie74,74010,1036,ANNECY
_TS_CO_etab_54058,1500,Agence SEZANNE ,True,_TS_CO_Department_Marne51,51535,1036,SEZANNE
_TS_CO_etab_59091,1501,Agence SIN LE NOBLE ,True,_TS_CO_Department_Nord59,59569,1036,SIN LE NOBLE
_TS_CO_etab_34361,24,Agence SIX FOURS ,True,_TS_CO_Department_Var83,83129,1036,SIX FOURS LES PLAGES
_TS_CO_etab_59024,1502,Agence SOISSONS ,True,_TS_CO_Department_Aisne02,2722,1036,SOISSONS
_TS_CO_etab_59109,1503,Agence SOMAIN ,True,_TS_CO_Department_Nord59,59574,1036,SOMAIN
_TS_CO_etab_76054,1506,Agence SOUILLAC ,True,_TS_CO_Department_Lot46,46309,1036,SOUILLAC
_TS_CO_etab_35242,1507,Agence ST AMAND ,True,_TS_CO_Department_Cher18,18197,1036,ST AMAND MONTROND
_TS_CO_etab_68129,197,Agence ST ANDRE ,True,_TS_CO_Department_Runion974,97409,1036,ST ANDRE
_TS_CO_etab_68150,198,Agence ST BENOIT ,True,_TS_CO_Department_Runion974,97410,1036,ST BENOIT
_TS_CO_etab_84012,1509,Agence ST CHAMOND ,True,_TS_CO_Department_Loire42,42207,1036,ST CHAMOND
_TS_CO_etab_21045,1510,Agence ST CLAUDE ,True,_TS_CO_Department_Jura39,39478,1036,ST CLAUDE
_TS_CO_etab_35231,1511,Agence ST CYR SUR LOIRE ,True,_TS_CO_Department_IndreetLoire37,37214,1036,ST CYR SUR LOIRE
_TS_CO_etab_68128,201,Agence ST DENIS ,True,_TS_CO_Department_Runion974,97411,1036,ST DENIS
_TS_CO_etab_84000,1512,Agence ST ETIENNE BELLEVUE ,True,_TS_CO_Department_Loire42,42218,1036,ST ETIENNE
_TS_CO_etab_84078,1513,Agence ST ETIENNE CHATEAUCREUX ,True,_TS_CO_Department_Loire42,42218,1036,ST ETIENNE
_TS_CO_etab_84007,1514,Agence ST ETIENNE CLAPIER ,True,_TS_CO_Department_Loire42,42218,1036,ST ETIENNE
_TS_CO_etab_84013,1515,Agence ST ETIENNE TERRASSE ,True,_TS_CO_Department_Loire42,42218,1036,ST ETIENNE
_TS_CO_etab_84011,46,Agence ST FONS ,True,_TS_CO_Department_Rhne69,69199,1036,ST FONS
_TS_CO_etab_13905,1517,Agence ST GILLES CROIX DE VIE ,True,_TS_CO_Department_Vende85,85222,1036,ST GILLES CROIX DE VIE
_TS_CO_etab_33032,20,Agence ST JEAN DE LUZ ,True,_TS_CO_Department_PyrnesAtlantiques64,64483,1036,ST JEAN DE LUZ
_TS_CO_etab_84077,1519,Agence ST JEAN DE MAURIENNE ,True,_TS_CO_Department_Savoie73,73248,1036,ST JEAN DE MAURIENNE
_TS_CO_etab_68005,202,Agence ST JOSEPH ,True,_TS_CO_Department_Runion974,97412,1036,ST JOSEPH
_TS_CO_etab_33099,1520,Agence ST JUNIEN ,True,_TS_CO_Department_HauteVienne87,87154,1036,ST JUNIEN
_TS_CO_etab_68145,205,Agence ST LOUIS BEL AIR ,True,_TS_CO_Department_Runion974,97414,1036,ST LOUIS
_TS_CO_etab_84034,1522,Agence ST MARCELLIN ,True,_TS_CO_Department_Isre38,38416,1036,ST MARCELLIN
_TS_CO_etab_84076,1525,Agence ST MARTIN D HERES ,True,_TS_CO_Department_Isre38,38421,1036,ST MARTIN D HERES
_TS_CO_etab_59054,1526,Agence ST MARTIN LES BOULOGNE ,True,_TS_CO_Department_PasdeCalais62,62758,1036,ST MARTIN BOULOGNE
_TS_CO_etab_75823,36,Agence ST MAUR DES FOSSES ,True,_TS_CO_Department_ValdeMarne94,94068,1036,ST MAUR DES FOSSES
_TS_CO_etab_33017,19,Agence ST MEDARD EN JALLES ,True,_TS_CO_Department_Gironde33,33449,1036,ST MEDARD EN JALLES
_TS_CO_etab_68106,206,Agence ST PAUL ,True,_TS_CO_Department_Runion974,19235,1036,ST PAUL
_TS_CO_etab_33025,109,Agence ST PAUL LES DAX ,True,_TS_CO_Department_Landes40,40279,1036,ST PAUL LES DAX
_TS_CO_etab_68152,209,Agence ST PIERRE ,True,_TS_CO_Department_Runion974,97416,1036,ST PIERRE
_TS_CO_etab_33083,10,Agence ST PIERRE D OLERON ,True,_TS_CO_Department_CharenteMaritime17,17385,1036,ST PIERRE D OLERON
_TS_CO_etab_35232,1530,Agence ST PIERRE DES CORPS ,True,_TS_CO_Department_IndreetLoire37,37233,1036,ST PIERRE DES CORPS
_TS_CO_etab_84003,47,Agence ST PRIEST ,True,_TS_CO_Department_Rhne69,69290,1036,ST PRIEST
_TS_CO_etab_13895,349,Agence ST SEBASTIEN SUR LOIRE ,True,_TS_CO_Department_LoireAtlantique44,44190,1036,ST SEBASTIEN SUR LOIRE
_TS_CO_etab_33044,117,Agence ST VINCENT DE TYROSSE ,True,_TS_CO_Department_Landes40,40284,1036,ST VINCENT DE TYROSSE
_TS_CO_etab_33098,1535,Agence ST YRIEIX ,True,_TS_CO_Department_HauteVienne87,87187,1036,ST YRIEIX LA PERCHE
_TS_CO_etab_75953,51,Agence STAINS ,True,_TS_CO_Department_SeineSaintDenis93,93072,1036,STAINS
_TS_CO_etab_54009,1538,Agence Strasbourg - Hautepierre,True,_TS_CO_Department_BasRhin67,67482,1036,STRASBOURG
_TS_CO_etab_54008,1539,Agence Strasbourg - Meinau,True,_TS_CO_Department_BasRhin67,67482,1036,STRASBOURG
_TS_CO_etab_54023,1542,Agence Strasbourg - Pont Matthis,True,_TS_CO_Department_BasRhin67,67482,1036,STRASBOURG
_TS_CO_etab_68118,210,Agence STE CLOTILDE 1 ,True,_TS_CO_Department_Runion974,97411,1036,ST DENIS
_TS_CO_etab_75406,1543,Agence STE GENEVIEVE DES BOIS ,True,_TS_CO_Department_Essonne91,45278,1036,STE GENEVIEVE DES BOIS
_TS_CO_etab_68127,211,Agence STE MARIE ,True,_TS_CO_Department_Runion974,97418,1036,STE MARIE
_TS_CO_etab_54196,1545,Agence Strasbourg - Danube,True,_TS_CO_Department_BasRhin67,67482,1036,STRASBOURG
_TS_CO_etab_54027,1546,Agence Strasbourg - Seyboth,True,_TS_CO_Department_BasRhin67,67482,1036,STRASBOURG
_TS_CO_etab_75706,37,Agence SUCY EN BRIE ,True,_TS_CO_Department_ValdeMarne94,94071,1036,SUCY EN BRIE
_TS_CO_etab_68119,212,Agence TAMPON ,True,_TS_CO_Department_Runion974,97422,1036,LE TAMPON
_TS_CO_etab_84044,48,Agence TARARE ,True,_TS_CO_Department_Rhne69,69243,1036,TARARE
_TS_CO_etab_76044,4,Agence TARBES ARSENAL ,True,_TS_CO_Department_HautesPyrnes65,65440,1036,TARBES
_TS_CO_etab_76020,5,Agence TARBES PYRENEES ,True,_TS_CO_Department_HautesPyrnes65,65440,1036,TARBES
_TS_CO_etab_84048,49,Agence TASSIN LA DEMI LUNE ,True,_TS_CO_Department_Rhne69,69244,1036,TASSIN LA DEMI LUNE
_TS_CO_etab_75561,33,Agence TAVERNY ,True,_TS_CO_Department_ValdOise95,95607,1036,TAVERNY
_TS_CO_etab_34295,27,Agence MARSEILLE CHATEAU GOMBERT,True,_TS_CO_Department_BouchesduRhne13,13213,1036,MARSEILLE 13
_TS_CO_etab_33046,7,Agence TERRASSON ,True,_TS_CO_Department_Dordogne24,24547,1036,TERRASSON LAVILLEDIEU
_TS_CO_etab_54029,1561,Agence THANN ,True,_TS_CO_Department_HautRhin68,68334,1036,THANN
_TS_CO_etab_84135,8,Agence THIERS ,True,_TS_CO_Department_PuydeDme63,63430,1036,THIERS
_TS_CO_etab_54062,34,Agence THIONVILLE BEAUREGARD ,True,_TS_CO_Department_Moselle57,57672,1036,THIONVILLE
_TS_CO_etab_84113,8,Agence THOIRY ,True,_TS_CO_Department_Ain01,1419,1036,THOIRY
_TS_CO_etab_84110,1566,Agence THONON LES BAINS ,True,_TS_CO_Department_HauteSavoie74,74281,1036,THONON LES BAINS
_TS_CO_etab_33242,74,Agence THOUARS ,True,_TS_CO_Department_DeuxSvres79,79329,1036,THOUARS
_TS_CO_etab_84100,1567,Agence TIGNIEU JAMEYZIEU ,True,_TS_CO_Department_Isre38,38507,1036,TIGNIEU JAMEYZIEU
_TS_CO_etab_75450,41,Agence TORCY ,True,_TS_CO_Department_SeineetMarne77,77468,1036,TORCY
_TS_CO_etab_54073,25,Agence TOUL ,True,_TS_CO_Department_MeurtheetMoselle54,54528,1036,TOUL
_TS_CO_etab_34355,25,Agence TOULON CARNOT ,True,_TS_CO_Department_Var83,83137,1036,TOULON
_TS_CO_etab_34363,26,Agence TOULON LA RODE ,True,_TS_CO_Department_Var83,83137,1036,TOULON
_TS_CO_etab_76031,10,Agence TOULOUSE ARENES ,True,_TS_CO_Department_HauteGaronne31,31555,1036,TOULOUSE
_TS_CO_etab_76019,11,Agence TOULOUSE AUDIO SPECTACLE ,True,_TS_CO_Department_HauteGaronne31,31555,1036,TOULOUSE
_TS_CO_etab_76028,12,Agence TOULOUSE BELLEFONTAINE ,True,_TS_CO_Department_HauteGaronne31,31555,1036,TOULOUSE
_TS_CO_etab_76052,13,Agence TOULOUSE BORDEROUGE ,True,_TS_CO_Department_HauteGaronne31,31555,1036,TOULOUSE
_TS_CO_etab_76214,14,Agence TOULOUSE CARTOUCHERIE ,True,_TS_CO_Department_HauteGaronne31,31555,1036,TOULOUSE
_TS_CO_etab_76013,15,Agence TOULOUSE JOLIMONT/ CADRES ,True,_TS_CO_Department_HauteGaronne31,31555,1036,TOULOUSE
_TS_CO_etab_76007,17,Agence TOULOUSE LA PLAINE ,True,_TS_CO_Department_HauteGaronne31,31555,1036,TOULOUSE
_TS_CO_etab_76029,18,Agence TOULOUSE OCCITANE ,True,_TS_CO_Department_HauteGaronne31,31555,1036,TOULOUSE
_TS_CO_etab_76032,19,Agence TOULOUSE PURPAN ,True,_TS_CO_Department_HauteGaronne31,31555,1036,TOULOUSE
_TS_CO_etab_76030,20,Agence TOULOUSE SAINT MICHEL ,True,_TS_CO_Department_HauteGaronne31,31555,1036,TOULOUSE
_TS_CO_etab_59123,1587,Agence TOURCOING ,True,_TS_CO_Department_Nord59,59599,1036,TOURCOING
_TS_CO_etab_84084,1589,Agence TOURNON ,True,_TS_CO_Department_Ardche07,7324,1036,TOURNON SUR RHONE
_TS_CO_etab_35147,1590,Agence TOURS 2 LIONS ,True,_TS_CO_Department_IndreetLoire37,37261,1036,TOURS
_TS_CO_etab_35146,1592,Agence TOURS RONSARD ,True,_TS_CO_Department_IndreetLoire37,37261,1036,TOURS
_TS_CO_etab_75638,22,Agence TRAPPES ,True,_TS_CO_Department_Yvelines78,78621,1036,TRAPPES
_TS_CO_etab_75720,52,Agence TREMBLAY EN France ,True,_TS_CO_Department_SeineSaintDenis93,93073,1036,TREMBLAY EN FRANCE
_TS_CO_etab_84035,9,Agence TREVOUX ,True,_TS_CO_Department_Ain01,1427,1036,TREVOUX
_TS_CO_etab_84308,10,Agence TREVOUX ,True,_TS_CO_Department_Ain01,1427,1036,TREVOUX
_TS_CO_etab_13908,354,Agence TRIGNAC ,True,_TS_CO_Department_LoireAtlantique44,30288,1036,ST NAZAIRE
_TS_CO_etab_67137,26,Agence TRINITE ,True,_TS_CO_Department_Martinique972,97230,1036,LA TRINITE
_TS_CO_etab_33100,32,Agence TULLE ,True,_TS_CO_Department_Corrze19,19272,1036,TULLE
_TS_CO_etab_33097,33,Agence USSEL ,True,_TS_CO_Department_Corrze19,19275,1036,USSEL
_TS_CO_etab_84089,5,Agence VALENCE BRIFFAUT,True,_TS_CO_Department_Drme26,26362,1036,VALENCE
_TS_CO_etab_84073,6,Agence VALENCE HUGO ,True,_TS_CO_Department_Drme26,26362,1036,VALENCE
_TS_CO_etab_59122,1608,Agence VALENCIENNES ,True,_TS_CO_Department_Nord59,59606,1036,VALENCIENNES
_TS_CO_etab_54096,26,Agence VANDOEUVRE ,True,_TS_CO_Department_MeurtheetMoselle54,54547,1036,VANDOEUVRE LES NANCY
_TS_CO_etab_27039,1610,Agence VANNES Est ,True,_TS_CO_Department_Morbihan56,56243,1036,SENE
_TS_CO_etab_27148,1611,Agence VANNES Ouest ,True,_TS_CO_Department_Morbihan56,56158,1036,PLESCOP
_TS_CO_etab_84097,50,Agence VAULX EN VELIN ,True,_TS_CO_Department_Rhne69,69256,1036,VAULX EN VELIN
_TS_CO_etab_76073,1613,Agence VAUVERT ,True,_TS_CO_Department_Gard30,30341,1036,VAUVERT
_TS_CO_etab_35227,1614,Agence VENDOME ,True,_TS_CO_Department_LoiretCher41,41269,1036,VENDOME
_TS_CO_etab_84002,51,Agence VENISSIEUX ,True,_TS_CO_Department_Rhne69,69259,1036,VENISSIEUX
_TS_CO_etab_54085,1616,Agence VERDUN ,True,_TS_CO_Department_Meuse55,9328,1036,VERDUN
_TS_CO_etab_28012,1618,Agence VERNEUIL SUR AVRE ,True,_TS_CO_Department_Eure27,27679,1036,VERNEUIL D AVRE ET D ITON
_TS_CO_etab_28118,1620,Agence VERNON ,True,_TS_CO_Department_Eure27,27681,1036,VERNON
_TS_CO_etab_35026,73,Agence VERNOUILLET ,True,_TS_CO_Department_EureetLoir28,28404,1036,VERNOUILLET
_TS_CO_etab_75539,23,Agence VERSAILLES ,True,_TS_CO_Department_Yvelines78,78646,1036,VERSAILLES
_TS_CO_etab_59029,1623,Agence VERVINS ,True,_TS_CO_Department_Aisne02,2789,1036,VERVINS
_TS_CO_etab_21036,1624,Agence VESOUL ,True,_TS_CO_Department_HauteSane70,70550,1036,VESOUL
_TS_CO_etab_84140,1625,Agence VICHY ,True,_TS_CO_Department_Allier03,3310,1036,VICHY
